run,elapsed,latency,dblatency,ttype,rbk,dskipped,error
3,475141,3854,3854,NEW_ORDER,1,0,0
3,475168,27,27,PAYMENT,0,0,0
3,475192,24,24,PAYMENT,0,0,0
3,477528,4099,4099,DELIVERY_BG,0,0,0
3,477554,26,26,PAYMENT,0,0,0
3,478115,2923,2923,NEW_ORDER,0,0,0
3,478150,595,595,PAYMENT,0,0,0
3,481067,2917,2917,NEW_ORDER,0,0,0
3,481093,25,25,PAYMENT,0,0,0
3,481828,3713,3713,NEW_ORDER,0,0,0
3,486419,5326,5326,NEW_ORDER,0,0,0
3,486461,42,42,PAYMENT,0,0,0
3,486482,4654,4654,NEW_ORDER,0,0,0
3,489102,2641,2641,NEW_ORDER,0,0,0
3,489102,0,0,DELIVERY,0,0,0
3,489404,2922,2922,NEW_ORDER,0,0,0
3,489620,216,216,STOCK_LEVEL,0,0,0
3,489643,22,22,PAYMENT,0,0,0
3,489836,193,193,ORDER_STATUS,0,0,0
3,490034,197,197,ORDER_STATUS,0,0,0
3,492724,2690,2690,NEW_ORDER,0,0,0
3,493469,4367,4367,DELIVERY_BG,0,0,0
3,493499,29,29,PAYMENT,0,0,0
3,496836,4112,4112,NEW_ORDER,0,0,0
3,497345,3845,3845,NEW_ORDER,0,0,0
3,497371,26,26,PAYMENT,0,0,0
3,497397,26,26,PAYMENT,0,0,0
3,497423,26,26,PAYMENT,0,0,0
3,499859,3023,3023,NEW_ORDER,0,0,0
